id,happiness,happy_num,labor,hours,marital,ballot
1,Pretty happy,2,Working fulltime,50,Married,Ballot a
2,Pretty happy,2,Working fulltime,42,Never married,Ballot b
4,Pretty happy,2,Working parttime,30,Married,Ballot a
5,Very happy,3,Working parttime,5,Married,Ballot c
7,Pretty happy,2,Working fulltime,55,Married,Ballot a
8,Very happy,3,Working parttime,30,Married,Ballot c
9,Pretty happy,2,Working fulltime,80,Married,Ballot a
13,Very happy,3,Working parttime,39,Married,Ballot b
16,Pretty happy,2,Working fulltime,42,Never married,Ballot c
19,Pretty happy,2,Working fulltime,40,Never married,Ballot b
20,Pretty happy,2,Working fulltime,40,Divorced,Ballot a
21,Pretty happy,2,Working fulltime,40,Never married,Ballot b
23,Very happy,3,Working parttime,15,Never married,Ballot b
25,Pretty happy,2,Working fulltime,50,Divorced,Ballot c
28,Not too happy,1,Working parttime,4,Never married,Ballot b
32,Pretty happy,2,Working fulltime,50,Married,Ballot c
33,Pretty happy,2,Working fulltime,40,Married,Ballot a
36,Not too happy,1,Working fulltime,40,Never married,Ballot b
37,Not too happy,1,Working parttime,25,Married,Ballot b
38,Pretty happy,2,Working fulltime,40,Married,Ballot a
39,Very happy,3,Working fulltime,65,Never married,Ballot c
41,Pretty happy,2,Working fulltime,39,Never married,Ballot c
42,Not too happy,1,Working parttime,10,Married,Ballot a
43,Pretty happy,2,Working parttime,6,Married,Ballot b
44,Not too happy,1,Working fulltime,45,Never married,Ballot c
46,Very happy,3,Working fulltime,45,Never married,Ballot c
47,Pretty happy,2,Working fulltime,44,Never married,Ballot b
48,Not too happy,1,Working fulltime,40,Married,Ballot a
50,Very happy,3,Working fulltime,50,Divorced,Ballot b
51,Very happy,3,Working fulltime,50,Never married,Ballot b
53,Very happy,3,Working parttime,20,Never married,Ballot b
54,Very happy,3,Working fulltime,45,Married,Ballot c
55,Very happy,3,Working parttime,4,Married,Ballot a
56,Pretty happy,2,Working parttime,35,Married,Ballot b
57,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
58,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
59,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
61,Pretty happy,2,Working fulltime,37,Never married,Ballot c
66,Pretty happy,2,Working fulltime,40,Never married,Ballot c
67,Pretty happy,2,Working fulltime,40,Never married,Ballot b
72,Very happy,3,Working fulltime,35,Divorced,Ballot a
75,Very happy,3,Working parttime,14,Married,Ballot a
77,Pretty happy,2,Working parttime,50,Never married,Ballot a
78,Pretty happy,2,Working fulltime,40,Never married,Ballot a
80,Very happy,3,Working fulltime,37,Never married,Ballot c
81,Pretty happy,2,Working fulltime,45,Married,Ballot a
82,Not too happy,1,Working fulltime,60,Separated,Ballot c
83,Very happy,3,Working fulltime,48,Married,Ballot a
84,Very happy,3,Working fulltime,40,Divorced,Ballot c
85,Pretty happy,2,Working fulltime,46,Married,Ballot c
86,Pretty happy,2,Working fulltime,48,Divorced,Ballot a
87,Pretty happy,2,Working fulltime,40,Never married,Ballot b
88,Pretty happy,2,Working fulltime,50,Divorced,Ballot a
89,Very happy,3,Working fulltime,40,Separated,Ballot c
94,Pretty happy,2,Working fulltime,40,Never married,Ballot c
95,Pretty happy,2,Working fulltime,70,Never married,Ballot c
98,Very happy,3,Working fulltime,45,Never married,Ballot b
99,Pretty happy,2,Working fulltime,40,Never married,Ballot c
100,Pretty happy,2,Working parttime,30,Never married,Ballot c
101,Pretty happy,2,Working fulltime,37,Married,Ballot c
105,Pretty happy,2,Working fulltime,42,Married,Ballot c
110,Very happy,3,Working parttime,4,Married,Ballot c
111,Pretty happy,2,Working fulltime,40,Married,Ballot a
112,Very happy,3,Working fulltime,50,Divorced,Ballot c
113,Pretty happy,2,Working fulltime,51,Married,Ballot a
114,Pretty happy,2,Working fulltime,35,Married,Ballot b
115,Very happy,3,Working fulltime,60,Married,Ballot b
116,Pretty happy,2,Working parttime,15,Married,Ballot c
118,Very happy,3,Working fulltime,45,Married,Ballot b
121,Very happy,3,Working fulltime,40,Married,Ballot a
122,Very happy,3,Working parttime,20,Never married,Ballot c
123,Pretty happy,2,Working parttime,25,Never married,Ballot c
124,Pretty happy,2,Working fulltime,40,Divorced,Ballot a
127,Very happy,3,Working fulltime,40,Married,Ballot a
128,Very happy,3,Working fulltime,50,Never married,Ballot c
129,Pretty happy,2,Working fulltime,40,Never married,Ballot b
130,Pretty happy,2,Working fulltime,65,Married,Ballot a
132,Pretty happy,2,Working fulltime,40,Never married,Ballot a
134,Very happy,3,Working fulltime,52,Never married,Ballot a
135,Not too happy,1,Working fulltime,50,Married,Ballot c
136,Pretty happy,2,Working fulltime,40,Never married,Ballot a
139,Very happy,3,Working fulltime,50,Never married,Ballot a
143,Pretty happy,2,Working fulltime,43,Married,Ballot a
145,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
146,Very happy,3,Working fulltime,40,Married,Ballot b
147,Pretty happy,2,Working parttime,45,Married,Ballot c
148,Pretty happy,2,Working fulltime,60,Married,Ballot b
149,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
150,Pretty happy,2,Working fulltime,30,Never married,Ballot a
151,Pretty happy,2,Working fulltime,60,Married,Ballot c
152,Very happy,3,Working fulltime,40,Never married,Ballot b
153,Very happy,3,Working parttime,10,Married,Ballot c
154,Not too happy,1,Working parttime,45,Never married,Ballot a
155,Pretty happy,2,Working fulltime,30,Married,Ballot c
156,Very happy,3,Working parttime,35,Never married,Ballot a
157,Pretty happy,2,Working parttime,20,Married,Ballot c
159,Pretty happy,2,Working fulltime,40,Married,Ballot b
160,Very happy,3,Working fulltime,42,Widowed,Ballot a
161,Very happy,3,Working fulltime,40,Divorced,Ballot b
162,Very happy,3,Working fulltime,45,Married,Ballot a
163,Not too happy,1,Working parttime,16,Divorced,Ballot c
165,Not too happy,1,Working fulltime,40,Never married,Ballot b
169,Pretty happy,2,Working fulltime,40,Never married,Ballot c
171,Not too happy,1,Working parttime,60,Never married,Ballot b
172,Pretty happy,2,Working fulltime,60,Never married,Ballot c
173,Pretty happy,2,Working parttime,20,Separated,Ballot b
174,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
176,Pretty happy,2,Working fulltime,40,Divorced,Ballot a
177,Very happy,3,Working parttime,20,Separated,Ballot a
179,Pretty happy,2,Working parttime,16,Divorced,Ballot c
180,Pretty happy,2,Working parttime,10,Never married,Ballot a
185,Pretty happy,2,Working fulltime,40,Never married,Ballot c
188,Pretty happy,2,Working fulltime,47,Married,Ballot a
192,Pretty happy,2,Working fulltime,40,Never married,Ballot b
193,Very happy,3,Working parttime,15,Divorced,Ballot c
194,Very happy,3,Working fulltime,40,Married,Ballot a
195,Pretty happy,2,Working fulltime,40,Never married,Ballot a
196,Very happy,3,Working fulltime,40,Married,Ballot b
198,Very happy,3,Working fulltime,40,Never married,Ballot a
199,Pretty happy,2,Working parttime,25,Never married,Ballot a
200,Pretty happy,2,Working fulltime,40,Married,Ballot a
201,Pretty happy,2,Working fulltime,60,Married,Ballot a
202,Pretty happy,2,Working fulltime,35,Separated,Ballot b
203,Very happy,3,Working fulltime,75,Never married,Ballot b
204,Pretty happy,2,Working fulltime,45,Never married,Ballot b
205,Very happy,3,Working fulltime,60,Never married,Ballot c
206,Pretty happy,2,Working parttime,10,Never married,Ballot b
207,Pretty happy,2,Working fulltime,40,Separated,Ballot a
209,Pretty happy,2,Working parttime,12,Separated,Ballot b
211,Very happy,3,Working fulltime,55,Divorced,Ballot b
213,Very happy,3,Working parttime,6,Married,Ballot a
217,Pretty happy,2,Working fulltime,40,Never married,Ballot b
218,Pretty happy,2,Working fulltime,50,Never married,Ballot a
219,Very happy,3,Working fulltime,45,Divorced,Ballot a
220,Very happy,3,Working fulltime,40,Married,Ballot c
222,Very happy,3,Working fulltime,42,Married,Ballot c
223,Pretty happy,2,Working fulltime,50,Never married,Ballot c
224,Very happy,3,Working fulltime,50,Married,Ballot c
225,Pretty happy,2,Working parttime,30,Never married,Ballot b
226,Very happy,3,Working fulltime,40,Married,Ballot a
227,Pretty happy,2,Working fulltime,40,Never married,Ballot c
228,Very happy,3,Working fulltime,40,Never married,Ballot b
229,Pretty happy,2,Working fulltime,40,Never married,Ballot c
233,Very happy,3,Working fulltime,45,Married,Ballot b
235,Pretty happy,2,Working parttime,25,Never married,Ballot b
236,Not too happy,1,Working fulltime,60,Divorced,Ballot a
237,Pretty happy,2,Working parttime,23,Married,Ballot c
238,Pretty happy,2,Working fulltime,40,Married,Ballot c
239,Very happy,3,Working fulltime,30,Never married,Ballot a
240,Very happy,3,Working fulltime,40,Married,Ballot b
241,Pretty happy,2,Working fulltime,50,Never married,Ballot b
242,Very happy,3,Working fulltime,42,Never married,Ballot a
243,Very happy,3,Working fulltime,40,Separated,Ballot b
244,Very happy,3,Working fulltime,48,Widowed,Ballot b
248,Pretty happy,2,Working fulltime,55,Married,Ballot b
249,Very happy,3,Working fulltime,49,Married,Ballot b
250,Pretty happy,2,Working fulltime,42,Married,Ballot c
251,Pretty happy,2,Working fulltime,40,Married,Ballot b
252,Pretty happy,2,Working fulltime,40,Never married,Ballot b
253,Very happy,3,Working parttime,30,Never married,Ballot c
254,Pretty happy,2,Working fulltime,40,Married,Ballot b
257,Very happy,3,Working fulltime,40,Divorced,Ballot a
259,Pretty happy,2,Working fulltime,50,Married,Ballot c
260,Very happy,3,Working fulltime,60,Separated,Ballot a
262,Pretty happy,2,Working fulltime,40,Never married,Ballot c
263,Very happy,3,Working fulltime,40,Never married,Ballot b
265,Pretty happy,2,Working parttime,28,Separated,Ballot b
266,Not too happy,1,Working parttime,34,Divorced,Ballot b
269,Pretty happy,2,Working fulltime,52,Married,Ballot c
272,Very happy,3,Working parttime,16,Married,Ballot b
274,Very happy,3,Working fulltime,35,Married,Ballot b
276,Pretty happy,2,Working fulltime,60,Divorced,Ballot c
277,Pretty happy,2,Working fulltime,55,Married,Ballot b
278,Very happy,3,Working fulltime,40,Married,Ballot c
279,Pretty happy,2,Working fulltime,40,Married,Ballot b
280,Very happy,3,Working fulltime,70,Married,Ballot b
284,Very happy,3,Working fulltime,40,Married,Ballot a
286,Pretty happy,2,Working fulltime,75,Divorced,Ballot c
287,Very happy,3,Working fulltime,81,Married,Ballot b
288,Pretty happy,2,Working fulltime,65,Married,Ballot c
289,Pretty happy,2,Working fulltime,40,Widowed,Ballot a
290,Pretty happy,2,Working fulltime,40,Never married,Ballot a
291,Very happy,3,Working fulltime,40,Married,Ballot b
292,Pretty happy,2,Working fulltime,40,Married,Ballot b
293,Very happy,3,Working fulltime,55,Married,Ballot a
295,Very happy,3,Working fulltime,46,Married,Ballot c
296,Pretty happy,2,Working parttime,27,Never married,Ballot b
299,Pretty happy,2,Working fulltime,40,Married,Ballot a
300,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
304,Very happy,3,Working fulltime,68,Never married,Ballot a
305,Pretty happy,2,Working fulltime,32,Married,Ballot a
306,Very happy,3,Working fulltime,40,Married,Ballot a
308,Pretty happy,2,Working fulltime,30,Never married,Ballot b
309,Not too happy,1,Working fulltime,48,Never married,Ballot a
311,Pretty happy,2,Working fulltime,60,Married,Ballot b
313,Very happy,3,Working fulltime,50,Widowed,Ballot c
314,Pretty happy,2,Working fulltime,40,Married,Ballot b
316,Very happy,3,Working fulltime,40,Married,Ballot b
317,Very happy,3,Working fulltime,40,Divorced,Ballot a
318,Very happy,3,Working fulltime,26,Married,Ballot b
327,Pretty happy,2,Working fulltime,50,Never married,Ballot c
328,Very happy,3,Working parttime,30,Never married,Ballot a
329,Very happy,3,Working fulltime,51,Divorced,Ballot a
330,Pretty happy,2,Working fulltime,50,Married,Ballot a
332,Very happy,3,Working fulltime,40,Married,Ballot b
333,Very happy,3,Working fulltime,50,Never married,Ballot b
334,Very happy,3,Working fulltime,30,Married,Ballot a
335,Not too happy,1,Working fulltime,60,Married,Ballot c
336,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
337,Very happy,3,Working fulltime,60,Married,Ballot c
338,Pretty happy,2,Working fulltime,1,Married,Ballot b
341,Very happy,3,Working fulltime,55,Married,Ballot c
342,Pretty happy,2,Working parttime,20,Married,Ballot b
343,Very happy,3,Working fulltime,48,Married,Ballot c
344,Pretty happy,2,Working parttime,28,Never married,Ballot b
345,Pretty happy,2,Working fulltime,40,Never married,Ballot c
346,Pretty happy,2,Working fulltime,43,Never married,Ballot b
347,Pretty happy,2,Working fulltime,50,Divorced,Ballot b
348,Not too happy,1,Working fulltime,40,Divorced,Ballot a
349,Pretty happy,2,Working fulltime,41,Never married,Ballot b
350,Pretty happy,2,Working fulltime,80,Divorced,Ballot a
351,Very happy,3,Working parttime,30,Married,Ballot c
353,Pretty happy,2,Working fulltime,45,Married,Ballot b
354,Pretty happy,2,Working fulltime,45,Married,Ballot a
356,Pretty happy,2,Working fulltime,32,Married,Ballot c
357,Pretty happy,2,Working parttime,20,Married,Ballot c
358,Pretty happy,2,Working fulltime,42,Never married,Ballot b
359,Pretty happy,2,Working fulltime,50,Separated,Ballot c
360,Very happy,3,Working fulltime,60,Widowed,Ballot a
361,Pretty happy,2,Working fulltime,60,Married,Ballot c
362,Pretty happy,2,Working fulltime,54,Never married,Ballot b
364,Pretty happy,2,Working fulltime,34,Married,Ballot c
365,Very happy,3,Working fulltime,60,Married,Ballot a
366,Not too happy,1,Working fulltime,45,Divorced,Ballot b
369,Very happy,3,Working fulltime,50,Married,Ballot a
370,Very happy,3,Working fulltime,60,Married,Ballot c
371,Very happy,3,Working fulltime,36,Married,Ballot c
373,Very happy,3,Working parttime,16,Married,Ballot c
376,Pretty happy,2,Working fulltime,42,Married,Ballot b
377,Very happy,3,Working fulltime,40,Never married,Ballot b
379,Pretty happy,2,Working fulltime,70,Married,Ballot c
380,Pretty happy,2,Working fulltime,24,Married,Ballot b
384,Pretty happy,2,Working fulltime,40,Never married,Ballot c
385,Pretty happy,2,Working fulltime,40,Never married,Ballot b
386,Pretty happy,2,Working fulltime,55,Married,Ballot a
387,Pretty happy,2,Working parttime,20,Married,Ballot c
388,Pretty happy,2,Working fulltime,40,Never married,Ballot b
390,Pretty happy,2,Working fulltime,40,Never married,Ballot b
392,Pretty happy,2,Working parttime,12,Married,Ballot c
393,Pretty happy,2,Working fulltime,40,Married,Ballot c
394,Pretty happy,2,Working fulltime,60,Separated,Ballot b
396,Pretty happy,2,Working fulltime,52,Never married,Ballot a
398,Very happy,3,Working fulltime,40,Married,Ballot a
399,Very happy,3,Working fulltime,40,Married,Ballot b
400,Pretty happy,2,Working fulltime,45,Never married,Ballot a
401,Pretty happy,2,Working fulltime,40,Married,Ballot c
403,Pretty happy,2,Working fulltime,40,Married,Ballot c
404,Pretty happy,2,Working fulltime,40,Never married,Ballot b
405,Pretty happy,2,Working fulltime,40,Married,Ballot a
408,Very happy,3,Working fulltime,30,Divorced,Ballot b
409,Very happy,3,Working fulltime,35,Married,Ballot a
410,Not too happy,1,Working fulltime,35,Never married,Ballot a
412,Pretty happy,2,Working fulltime,40,Married,Ballot c
413,Pretty happy,2,Working fulltime,70,Married,Ballot b
414,Pretty happy,2,Working fulltime,50,Married,Ballot a
415,Pretty happy,2,Working fulltime,40,Divorced,Ballot a
416,Pretty happy,2,Working fulltime,40,Married,Ballot c
417,Pretty happy,2,Working fulltime,41,Divorced,Ballot a
419,Pretty happy,2,Working fulltime,49,Never married,Ballot b
421,Pretty happy,2,Working parttime,32,Never married,Ballot b
422,Very happy,3,Working fulltime,40,Married,Ballot a
423,Pretty happy,2,Working parttime,26,Married,Ballot b
424,Very happy,3,Working fulltime,40,Married,Ballot c
427,Pretty happy,2,Working fulltime,60,Married,Ballot a
428,Pretty happy,2,Working fulltime,50,Married,Ballot a
429,Pretty happy,2,Working parttime,30,Never married,Ballot b
430,Not too happy,1,Working fulltime,32,Married,Ballot a
431,Pretty happy,2,Working fulltime,50,Never married,Ballot c
432,Pretty happy,2,Working parttime,25,Never married,Ballot b
434,Very happy,3,Working fulltime,40,Married,Ballot c
435,Pretty happy,2,Working fulltime,40,Never married,Ballot c
436,Pretty happy,2,Working fulltime,60,Never married,Ballot b
440,Pretty happy,2,Working fulltime,40,Never married,Ballot a
441,Very happy,3,Working fulltime,40,Never married,Ballot c
442,Pretty happy,2,Working fulltime,50,Divorced,Ballot b
444,Pretty happy,2,Working parttime,32,Married,Ballot c
445,Pretty happy,2,Working fulltime,40,Never married,Ballot a
446,Very happy,3,Working fulltime,40,Married,Ballot b
448,Very happy,3,Working fulltime,40,Married,Ballot b
449,Very happy,3,Working fulltime,50,Married,Ballot a
450,Pretty happy,2,Working parttime,25,Never married,Ballot b
452,Pretty happy,2,Working fulltime,44,Married,Ballot c
453,Pretty happy,2,Working fulltime,50,Never married,Ballot b
454,Not too happy,1,Working parttime,11,Never married,Ballot b
457,Very happy,3,Working fulltime,75,Married,Ballot a
458,Very happy,3,Working fulltime,40,Married,Ballot c
459,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
461,Pretty happy,2,Working fulltime,35,Married,Ballot c
462,Pretty happy,2,Working fulltime,60,Divorced,Ballot b
463,Pretty happy,2,Working fulltime,40,Never married,Ballot c
464,Pretty happy,2,Working parttime,15,Married,Ballot b
465,Very happy,3,Working fulltime,35,Never married,Ballot c
466,Very happy,3,Working parttime,10,Married,Ballot b
467,Pretty happy,2,Working fulltime,50,Never married,Ballot a
468,Pretty happy,2,Working fulltime,50,Married,Ballot c
469,Pretty happy,2,Working fulltime,44,Married,Ballot b
470,Pretty happy,2,Working fulltime,50,Married,Ballot a
471,Pretty happy,2,Working fulltime,50,Married,Ballot c
472,Pretty happy,2,Working parttime,30,Married,Ballot b
473,Not too happy,1,Working fulltime,67,Married,Ballot b
474,Pretty happy,2,Working fulltime,55,Never married,Ballot a
475,Very happy,3,Working fulltime,40,Married,Ballot c
480,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
482,Pretty happy,2,Working fulltime,38,Never married,Ballot c
483,Very happy,3,Working fulltime,65,Never married,Ballot c
484,Pretty happy,2,Working fulltime,40,Married,Ballot a
485,Pretty happy,2,Working fulltime,55,Married,Ballot b
488,Pretty happy,2,Working fulltime,40,Never married,Ballot a
489,Pretty happy,2,Working fulltime,89,Married,Ballot c
491,Very happy,3,Working fulltime,48,Never married,Ballot c
493,Not too happy,1,Working parttime,21,Never married,Ballot b
496,Very happy,3,Working fulltime,40,Divorced,Ballot a
497,Very happy,3,Working fulltime,45,Married,Ballot a
498,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
499,Very happy,3,Working parttime,18,Married,Ballot c
500,Pretty happy,2,Working parttime,35,Divorced,Ballot b
503,Pretty happy,2,Working parttime,17,Never married,Ballot c
505,Very happy,3,Working fulltime,40,Never married,Ballot a
507,Pretty happy,2,Working fulltime,45,Married,Ballot c
508,Not too happy,1,Working parttime,20,Never married,Ballot b
509,Very happy,3,Working fulltime,51,Married,Ballot a
510,Pretty happy,2,Working fulltime,45,Divorced,Ballot c
513,Very happy,3,Working parttime,32,Married,Ballot c
514,Pretty happy,2,Working fulltime,40,Never married,Ballot a
515,Pretty happy,2,Working fulltime,48,Never married,Ballot c
516,Pretty happy,2,Working fulltime,20,Married,Ballot b
517,Very happy,3,Working fulltime,48,Married,Ballot a
521,Pretty happy,2,Working fulltime,50,Married,Ballot a
522,Very happy,3,Working fulltime,45,Married,Ballot a
523,Very happy,3,Working fulltime,46,Married,Ballot a
524,Pretty happy,2,Working fulltime,70,Married,Ballot a
526,Very happy,3,Working parttime,23,Divorced,Ballot b
527,Pretty happy,2,Working parttime,23,Never married,Ballot a
528,Pretty happy,2,Working fulltime,50,Married,Ballot c
529,Not too happy,1,Working parttime,10,Married,Ballot a
530,Pretty happy,2,Working fulltime,35,Divorced,Ballot a
532,Very happy,3,Working fulltime,45,Married,Ballot c
537,Pretty happy,2,Working fulltime,89,Married,Ballot c
540,Pretty happy,2,Working fulltime,40,Never married,Ballot b
541,Pretty happy,2,Working parttime,4,Never married,Ballot b
542,Pretty happy,2,Working fulltime,48,Married,Ballot c
543,Pretty happy,2,Working fulltime,40,Married,Ballot b
544,Pretty happy,2,Working parttime,32,Never married,Ballot b
545,Not too happy,1,Working fulltime,35,Never married,Ballot c
547,Pretty happy,2,Working fulltime,40,Never married,Ballot c
548,Pretty happy,2,Working fulltime,50,Never married,Ballot a
550,Not too happy,1,Working fulltime,28,Never married,Ballot c
551,Not too happy,1,Working fulltime,30,Divorced,Ballot b
554,Pretty happy,2,Working fulltime,36,Never married,Ballot b
555,Pretty happy,2,Working fulltime,40,Never married,Ballot c
556,Pretty happy,2,Working fulltime,53,Married,Ballot a
557,Pretty happy,2,Working fulltime,40,Separated,Ballot a
559,Pretty happy,2,Working parttime,30,Married,Ballot c
564,Not too happy,1,Working fulltime,42,Never married,Ballot c
567,Very happy,3,Working fulltime,40,Separated,Ballot c
568,Very happy,3,Working fulltime,50,Divorced,Ballot a
569,Pretty happy,2,Working fulltime,50,Divorced,Ballot b
570,Pretty happy,2,Working parttime,25,Married,Ballot c
571,Not too happy,1,Working fulltime,35,Divorced,Ballot b
573,Pretty happy,2,Working fulltime,40,Divorced,Ballot a
574,Not too happy,1,Working parttime,50,Separated,Ballot b
580,Very happy,3,Working parttime,7,Divorced,Ballot a
581,Pretty happy,2,Working parttime,25,Married,Ballot c
583,Pretty happy,2,Working fulltime,24,Widowed,Ballot a
590,Pretty happy,2,Working fulltime,40,Divorced,Ballot a
592,Pretty happy,2,Working parttime,20,Married,Ballot c
594,Very happy,3,Working fulltime,70,Never married,Ballot a
600,Pretty happy,2,Working fulltime,45,Married,Ballot b
602,Pretty happy,2,Working fulltime,40,Never married,Ballot b
603,Pretty happy,2,Working fulltime,40,Married,Ballot a
606,Very happy,3,Working parttime,16,Never married,Ballot b
607,Pretty happy,2,Working parttime,30,Never married,Ballot a
609,Pretty happy,2,Working fulltime,40,Married,Ballot a
610,Pretty happy,2,Working fulltime,20,Never married,Ballot b
612,Very happy,3,Working parttime,26,Separated,Ballot a
613,Pretty happy,2,Working parttime,27,Never married,Ballot c
615,Very happy,3,Working fulltime,1,Married,Ballot c
616,Very happy,3,Working parttime,32,Married,Ballot a
618,Pretty happy,2,Working fulltime,55,Divorced,Ballot a
619,Pretty happy,2,Working parttime,30,Married,Ballot c
624,Pretty happy,2,Working fulltime,40,Widowed,Ballot c
625,Very happy,3,Working parttime,24,Married,Ballot b
627,Pretty happy,2,Working parttime,26,Married,Ballot a
628,Pretty happy,2,Working parttime,15,Married,Ballot b
632,Pretty happy,2,Working parttime,35,Married,Ballot c
633,Pretty happy,2,Working fulltime,60,Married,Ballot b
634,Very happy,3,Working parttime,8,Married,Ballot a
636,Pretty happy,2,Working fulltime,40,Married,Ballot b
637,Very happy,3,Working fulltime,41,Married,Ballot c
638,Pretty happy,2,Working fulltime,45,Married,Ballot a
639,Very happy,3,Working parttime,16,Married,Ballot c
640,Pretty happy,2,Working parttime,20,Married,Ballot b
641,Pretty happy,2,Working parttime,26,Married,Ballot c
642,Very happy,3,Working parttime,30,Married,Ballot b
643,Pretty happy,2,Working fulltime,45,Married,Ballot a
647,Pretty happy,2,Working fulltime,40,Married,Ballot b
648,Very happy,3,Working fulltime,60,Married,Ballot a
650,Pretty happy,2,Working fulltime,45,Married,Ballot b
651,Very happy,3,Working fulltime,40,Married,Ballot b
652,Pretty happy,2,Working parttime,50,Never married,Ballot a
654,Pretty happy,2,Working fulltime,40,Never married,Ballot b
657,Pretty happy,2,Working parttime,16,Never married,Ballot c
659,Pretty happy,2,Working fulltime,60,Married,Ballot b
660,Very happy,3,Working fulltime,40,Separated,Ballot a
663,Very happy,3,Working parttime,20,Never married,Ballot b
665,Very happy,3,Working fulltime,40,Married,Ballot a
666,Very happy,3,Working fulltime,38,Married,Ballot c
669,Not too happy,1,Working fulltime,55,Never married,Ballot c
670,Pretty happy,2,Working parttime,34,Divorced,Ballot b
672,Very happy,3,Working fulltime,43,Divorced,Ballot a
673,Pretty happy,2,Working parttime,22,Never married,Ballot c
675,Pretty happy,2,Working fulltime,40,Never married,Ballot a
676,Very happy,3,Working fulltime,50,Married,Ballot c
677,Pretty happy,2,Working fulltime,42,Never married,Ballot b
678,Pretty happy,2,Working fulltime,40,Never married,Ballot a
679,Pretty happy,2,Working fulltime,70,Never married,Ballot c
680,Pretty happy,2,Working fulltime,35,Never married,Ballot b
681,Very happy,3,Working fulltime,40,Married,Ballot c
686,Not too happy,1,Working fulltime,40,Separated,Ballot c
687,Very happy,3,Working fulltime,40,Never married,Ballot b
689,Not too happy,1,Working fulltime,36,Married,Ballot c
690,Pretty happy,2,Working fulltime,40,Married,Ballot c
691,Pretty happy,2,Working fulltime,30,Married,Ballot a
693,Very happy,3,Working fulltime,40,Separated,Ballot a
695,Pretty happy,2,Working parttime,8,Never married,Ballot c
696,Pretty happy,2,Working fulltime,40,Never married,Ballot c
697,Pretty happy,2,Working fulltime,84,Married,Ballot b
698,Not too happy,1,Working fulltime,40,Never married,Ballot b
699,Not too happy,1,Working parttime,25,Separated,Ballot a
700,Pretty happy,2,Working fulltime,40,Married,Ballot c
701,Not too happy,1,Working fulltime,84,Never married,Ballot b
705,Pretty happy,2,Working fulltime,1,Divorced,Ballot b
706,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
707,Very happy,3,Working fulltime,54,Married,Ballot c
708,Not too happy,1,Working fulltime,45,Married,Ballot b
709,Very happy,3,Working fulltime,40,Separated,Ballot a
711,Pretty happy,2,Working fulltime,72,Married,Ballot c
712,Not too happy,1,Working fulltime,77,Divorced,Ballot b
713,Very happy,3,Working fulltime,50,Married,Ballot a
714,Very happy,3,Working fulltime,40,Separated,Ballot c
716,Not too happy,1,Working fulltime,65,Separated,Ballot a
719,Pretty happy,2,Working fulltime,40,Married,Ballot a
721,Very happy,3,Working fulltime,48,Never married,Ballot a
722,Very happy,3,Working fulltime,68,Married,Ballot c
724,Not too happy,1,Working parttime,10,Never married,Ballot c
726,Very happy,3,Working fulltime,40,Divorced,Ballot b
727,Very happy,3,Working parttime,10,Married,Ballot c
728,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
731,Not too happy,1,Working parttime,25,Never married,Ballot b
734,Pretty happy,2,Working fulltime,40,Married,Ballot b
736,Very happy,3,Working fulltime,45,Married,Ballot b
737,Very happy,3,Working fulltime,60,Married,Ballot b
740,Very happy,3,Working fulltime,32,Married,Ballot c
741,Pretty happy,2,Working fulltime,48,Married,Ballot a
742,Pretty happy,2,Working fulltime,58,Divorced,Ballot a
745,Very happy,3,Working parttime,20,Married,Ballot a
746,Not too happy,1,Working parttime,30,Never married,Ballot c
747,Pretty happy,2,Working fulltime,70,Never married,Ballot a
748,Pretty happy,2,Working fulltime,55,Never married,Ballot c
749,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
750,Pretty happy,2,Working fulltime,40,Never married,Ballot b
751,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
752,Pretty happy,2,Working fulltime,40,Never married,Ballot b
753,Pretty happy,2,Working parttime,33,Never married,Ballot b
755,Pretty happy,2,Working parttime,16,Widowed,Ballot b
757,Pretty happy,2,Working fulltime,40,Married,Ballot c
758,Very happy,3,Working fulltime,40,Married,Ballot a
759,Very happy,3,Working fulltime,75,Never married,Ballot c
760,Very happy,3,Working fulltime,46,Married,Ballot a
763,Pretty happy,2,Working fulltime,40,Married,Ballot a
764,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
766,Very happy,3,Working fulltime,60,Divorced,Ballot c
768,Not too happy,1,Working parttime,20,Never married,Ballot b
769,Pretty happy,2,Working fulltime,39,Married,Ballot c
770,Pretty happy,2,Working fulltime,40,Married,Ballot a
771,Pretty happy,2,Working fulltime,60,Married,Ballot c
